reporting_date,academic_term_name,partner_id,program_started,program_model,commitment_level,grade_levels,rostered_learners,active_learners,very_active_learners
2023-09-06,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,859,50,0
2023-09-05,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1033,709,2
2023-12-05,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,503,473,24
2023-12-02,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1036,901,18
2023-10-10,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1037,886,5
2023-10-25,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,507,453,4
2023-12-08,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1036,901,21
2023-09-24,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,879,236,0
2023-10-16,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1037,888,7
2023-11-16,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,885,395,1
2023-12-06,2023 - 2024 SY,odixc7Ugk2G0F5I0eX5Oc5tLR7qGR+al8u4oECdidAI=,false,,,,1394,1028,10
2023-11-01,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1037,892,11
2023-12-15,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1035,901,23
2023-12-31,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1342,1302,86
2023-10-30,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3835,2928,216
2023-12-30,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,12301,3769,175
2023-12-31,2023 - 2024 SY,ztctexxU7U2a70cB9CGC09kOwXpcmoQNNP98WXa0fpU=,false,,,,15634,8310,470
2023-09-29,2023 - 2024 SY,+LVQIP7PJWOu/kztbrDnndnikPLVz0Ocb5lBpmyvgAs=,false,,,,35695,14264,322
2023-12-31,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,53321,17274,701
2023-10-30,2023 - 2024 SY,sguiQ/DTm0tcUmmhX5WHXJcWNVLTkRatUJvkhXZz3bU=,false,,,,94713,42607,616
2023-09-12,2023 - 2024 SY,B++Z1VlCM2PfcXMo8HREN1XglSB2P981bhosh3YLrow=,false,,,,2477,1669,3
2023-09-15,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3838,2723,5
2023-09-28,2023 - 2024 SY,Y2JPPwlGkiVUo3TXr4pBGFq/NpGn3btcuckvOW8nr2s=,false,,,,5442,2693,2
2023-09-10,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,9296,2261,5
2023-09-11,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,9296,2287,5
2023-09-02,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,9460,2121,4
2023-09-10,2023 - 2024 SY,+LVQIP7PJWOu/kztbrDnndnikPLVz0Ocb5lBpmyvgAs=,false,,,,36469,8325,296
2023-09-06,2023 - 2024 SY,+LVQIP7PJWOu/kztbrDnndnikPLVz0Ocb5lBpmyvgAs=,false,,,,36677,6987,290
2023-09-28,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52731,11759,173
2023-09-04,2023 - 2024 SY,sguiQ/DTm0tcUmmhX5WHXJcWNVLTkRatUJvkhXZz3bU=,false,,,,85806,23115,67
2023-09-18,2023 - 2024 SY,sguiQ/DTm0tcUmmhX5WHXJcWNVLTkRatUJvkhXZz3bU=,false,,,,93229,31628,142
2023-10-12,2023 - 2024 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,false,,,,814,19,0
2023-10-16,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,9559,2685,21
2023-10-23,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,9553,2725,24
2023-10-09,2023 - 2024 SY,+LVQIP7PJWOu/kztbrDnndnikPLVz0Ocb5lBpmyvgAs=,false,,,,35659,14990,341
2023-10-07,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52715,12710,232
2023-11-08,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1455,676,1
2023-11-06,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1456,676,1
2023-11-23,2023 - 2024 SY,B++Z1VlCM2PfcXMo8HREN1XglSB2P981bhosh3YLrow=,false,,,,2394,1800,82
2023-11-11,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3158,1071,18
2023-11-13,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,12349,3456,75
2023-11-25,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,12319,3646,100
2023-11-19,2023 - 2024 SY,+LVQIP7PJWOu/kztbrDnndnikPLVz0Ocb5lBpmyvgAs=,false,,,,35442,17889,443
2023-11-04,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52506,15797,466
2023-11-13,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52364,16108,526
2023-11-11,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52347,16055,516
2023-12-11,2023 - 2024 SY,LmttyVOgstljvJ8jOZWkvfgu9XAUykHpVovgfk0oiMk=,false,,,,357,174,63
2023-12-20,2023 - 2024 SY,vPgEutJCP200Q7UuTzQ/3fOFap4dSEFnTwzMj+7ez4o=,false,,,,1341,1306,54
2023-12-14,2023 - 2024 SY,B++Z1VlCM2PfcXMo8HREN1XglSB2P981bhosh3YLrow=,false,,,,2384,1798,132
2023-12-09,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3802,2930,577
2023-12-04,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3811,2934,525
2023-12-04,2023 - 2024 SY,LfIimV0a2KZ9wJ0xaJjmP9LoqROlI7ofGQJPbhp4OCk=,false,,,,3851,2149,1
2023-12-15,2023 - 2024 SY,Y2JPPwlGkiVUo3TXr4pBGFq/NpGn3btcuckvOW8nr2s=,false,,,,5465,3230,54
2023-12-05,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,12347,3732,135
2023-12-20,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,12306,3771,175
2023-12-08,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,53572,17021,644
2023-12-12,2023 - 2024 SY,sguiQ/DTm0tcUmmhX5WHXJcWNVLTkRatUJvkhXZz3bU=,false,,,,97084,49436,1260
2023-09-16,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,879,188,0
2023-09-17,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1461,436,0
2023-09-02,2023 - 2024 SY,B++Z1VlCM2PfcXMo8HREN1XglSB2P981bhosh3YLrow=,false,,,,2464,1591,1
2023-09-18,2023 - 2024 SY,ztctexxU7U2a70cB9CGC09kOwXpcmoQNNP98WXa0fpU=,false,,,,15772,3578,12
2023-10-17,2023 - 2024 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,false,,,,806,21,0
2023-10-05,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1341,1288,0
2023-10-27,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3834,2920,195
2023-10-12,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52702,13663,278
2023-11-28,2023 - 2024 SY,LmttyVOgstljvJ8jOZWkvfgu9XAUykHpVovgfk0oiMk=,false,,,,358,167,60
2023-11-07,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3822,2928,337
2023-11-20,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3141,1117,20
2023-11-06,2023 - 2024 SY,gjQopZDPCM9u8OPQGq7ZVgU8yHz2l0WK37VXBCh2syg=,false,,,,3283,2523,21
2023-11-04,2023 - 2024 SY,LfIimV0a2KZ9wJ0xaJjmP9LoqROlI7ofGQJPbhp4OCk=,false,,,,3884,2073,1
2023-12-11,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,261,229,37
2023-12-17,2023 - 2024 SY,Y2JPPwlGkiVUo3TXr4pBGFq/NpGn3btcuckvOW8nr2s=,false,,,,5465,3230,54
2023-12-27,2023 - 2024 SY,ztctexxU7U2a70cB9CGC09kOwXpcmoQNNP98WXa0fpU=,false,,,,15634,8308,470
2023-11-30,2023 - 2024 SY,vPgEutJCP200Q7UuTzQ/3fOFap4dSEFnTwzMj+7ez4o=,false,,,,1341,1277,43
2023-09-23,2023 - 2024 SY,W88GuLNMt4ZhTe6tbQ6Oq037hFoq2YAbFFmFuAunENA=,false,,,,0,0,0
2023-09-22,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1339,1277,0
2023-09-09,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1466,357,0
2023-09-21,2023 - 2024 SY,B++Z1VlCM2PfcXMo8HREN1XglSB2P981bhosh3YLrow=,false,,,,2427,1695,6
2023-09-21,2023 - 2024 SY,gjQopZDPCM9u8OPQGq7ZVgU8yHz2l0WK37VXBCh2syg=,false,,,,3284,1653,6
2023-11-03,2023 - 2024 SY,LmttyVOgstljvJ8jOZWkvfgu9XAUykHpVovgfk0oiMk=,false,,,,354,160,46
2023-11-21,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1344,1300,16
2023-12-02,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,882,422,1
2023-12-03,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1340,1300,29
2023-12-04,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1451,690,4
2023-12-16,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1443,696,5
2023-12-27,2023 - 2024 SY,Bt8EzSENp1dwjtW6Nwk++WT+pUbz2M4aj4gOOPk5KJY=,false,,,,1866,885,7
2023-12-12,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,53463,17089,655
2023-09-24,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1339,1277,0
2023-10-24,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3835,2918,155
2023-11-24,2023 - 2024 SY,vPgEutJCP200Q7UuTzQ/3fOFap4dSEFnTwzMj+7ez4o=,false,,,,1343,1240,37
2023-11-02,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3175,1052,13
2023-11-14,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3157,1105,19
2023-10-07,2023 - 2024 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,false,,,,815,16,0
2023-11-25,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,259,228,33
2023-11-14,2023 - 2024 SY,LmttyVOgstljvJ8jOZWkvfgu9XAUykHpVovgfk0oiMk=,false,,,,355,157,56
2023-11-02,2023 - 2024 SY,vPgEutJCP200Q7UuTzQ/3fOFap4dSEFnTwzMj+7ez4o=,false,,,,1347,1223,21
2023-09-30,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,290,143,3
2023-09-28,2023 - 2024 SY,vPgEutJCP200Q7UuTzQ/3fOFap4dSEFnTwzMj+7ez4o=,false,,,,1347,1119,14
2023-10-02,2023 - 2024 SY,odixc7Ugk2G0F5I0eX5Oc5tLR7qGR+al8u4oECdidAI=,false,,,,1415,906,3
2023-10-18,2023 - 2024 SY,Bt8EzSENp1dwjtW6Nwk++WT+pUbz2M4aj4gOOPk5KJY=,false,,,,1877,732,1
2023-12-20,2023 - 2024 SY,gjQopZDPCM9u8OPQGq7ZVgU8yHz2l0WK37VXBCh2syg=,false,,,,3255,2653,54
2023-09-27,2023 - 2024 SY,LmttyVOgstljvJ8jOZWkvfgu9XAUykHpVovgfk0oiMk=,false,,,,0,0,0
2023-10-16,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,508,408,2
2023-10-13,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1341,1289,0
2023-10-14,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3213,990,9
2023-11-27,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1036,895,16
2023-11-16,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1344,1299,10
2023-11-08,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3822,2924,358
2023-11-05,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3169,1056,13
2023-09-10,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3834,2684,2
2023-10-16,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,882,358,0
2023-11-23,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1452,680,3
2023-11-24,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3137,1115,20
2023-12-23,2023 - 2024 SY,vPgEutJCP200Q7UuTzQ/3fOFap4dSEFnTwzMj+7ez4o=,false,,,,1340,1305,54
2023-09-24,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3834,2766,10
2023-09-13,2023 - 2024 SY,Vt7NoQZaPOqa6L8bmn/31XcOTIHwXAFAWD8QNzM2RXo=,false,,,,3836,2710,3
2023-12-15,2023 - 2024 SY,odixc7Ugk2G0F5I0eX5Oc5tLR7qGR+al8u4oECdidAI=,false,,,,1376,1019,12
2023-10-31,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1037,892,11
2023-10-15,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,882,357,0
2023-11-13,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1456,678,2
2023-12-25,2023 - 2024 SY,gjQopZDPCM9u8OPQGq7ZVgU8yHz2l0WK37VXBCh2syg=,false,,,,3252,2652,54
2023-11-05,2023 - 2024 SY,W88GuLNMt4ZhTe6tbQ6Oq037hFoq2YAbFFmFuAunENA=,false,,,,0,0,0
2023-12-13,2023 - 2024 SY,LmttyVOgstljvJ8jOZWkvfgu9XAUykHpVovgfk0oiMk=,false,,,,355,172,65
2023-11-30,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,882,421,1
2023-09-19,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1036,827,2
2023-10-03,2023 - 2024 SY,odixc7Ugk2G0F5I0eX5Oc5tLR7qGR+al8u4oECdidAI=,false,,,,1416,927,3
2023-09-18,2023 - 2024 SY,odixc7Ugk2G0F5I0eX5Oc5tLR7qGR+al8u4oECdidAI=,false,,,,1431,765,2
2023-10-07,2023 - 2024 SY,B++Z1VlCM2PfcXMo8HREN1XglSB2P981bhosh3YLrow=,false,,,,2423,1717,22
2023-12-30,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1445,696,5
2023-10-19,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,275,233,12
2023-11-05,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1037,893,12
2023-11-18,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1036,894,15
2023-11-30,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,259,229,36
2023-10-26,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3189,1035,13
2023-09-06,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,402,120,0
2023-11-01,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,270,231,24
2023-11-16,2023 - 2024 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,false,,,,828,276,0
2023-09-04,2023 - 2024 SY,W88GuLNMt4ZhTe6tbQ6Oq037hFoq2YAbFFmFuAunENA=,false,,,,0,0,0
2023-11-20,2023 - 2024 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,false,,,,825,275,0
2023-09-05,2023 - 2024 SY,W88GuLNMt4ZhTe6tbQ6Oq037hFoq2YAbFFmFuAunENA=,false,,,,0,0,0
2023-09-02,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3139,832,6
2023-11-08,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,505,469,12
2023-10-24,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,885,367,0
2023-11-14,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,267,233,32
2023-11-08,2023 - 2024 SY,gjQopZDPCM9u8OPQGq7ZVgU8yHz2l0WK37VXBCh2syg=,false,,,,3282,2532,22
2023-10-07,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,880,342,0
2023-10-29,2023 - 2024 SY,W88GuLNMt4ZhTe6tbQ6Oq037hFoq2YAbFFmFuAunENA=,false,,,,0,0,0
2023-10-28,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,270,231,18
2023-10-02,2023 - 2024 SY,JegVb+e1Bx2778GmzbS5sqSzN9gzjXto3x6Iby8KYPU=,false,,,,291,143,3
2023-10-18,2023 - 2024 SY,odixc7Ugk2G0F5I0eX5Oc5tLR7qGR+al8u4oECdidAI=,false,,,,1413,994,4
2023-11-14,2023 - 2024 SY,odixc7Ugk2G0F5I0eX5Oc5tLR7qGR+al8u4oECdidAI=,false,,,,1403,1027,7
2023-10-15,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,508,396,2
2023-10-30,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,507,466,5
2023-11-06,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1037,894,12
2023-11-02,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,884,376,0
2023-11-25,2023 - 2024 SY,Bt8EzSENp1dwjtW6Nwk++WT+pUbz2M4aj4gOOPk5KJY=,false,,,,1870,803,4
2023-09-02,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1033,691,2
2023-12-30,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1035,913,27
2023-12-06,2023 - 2024 SY,0MIw7EhCoutq79+6b722/hjxx1cpvUbfzAT6XClKVsg=,false,,,,885,448,1
2023-09-14,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,0,0,0
2023-12-17,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,501,471,25
2023-12-01,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,503,471,21
2023-12-01,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1036,901,18
2023-12-21,2023 - 2024 SY,dCizbmxaJZG1xGRD/md9Kl2SxueNp8foKVTZsdbnU20=,false,,,,500,470,26
2023-09-04,2023 - 2024 SY,VWe7Y86Kh7kTY28xVHpOWbPSVZNGgKwt4476xULNHn0=,false,,,,1033,698,2
2023-09-29,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52738,11915,181
2023-09-19,2023 - 2024 SY,Z3VI3AL16Qbk7ySD7gS0LXICxFlQ27kJw2wFwLG0i4k=,false,,,,1459,446,0
2023-09-08,2023 - 2024 SY,OGlwbiCKI4Xt9RJOAwUvtrnaWIf8ySu4NWicAgto76s=,false,,,,3181,850,6
2023-09-01,2023 - 2024 SY,Y2JPPwlGkiVUo3TXr4pBGFq/NpGn3btcuckvOW8nr2s=,false,,,,5556,1725,1
2023-09-07,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,9487,2207,5
2023-09-06,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,9460,2192,4
2023-09-12,2023 - 2024 SY,ztctexxU7U2a70cB9CGC09kOwXpcmoQNNP98WXa0fpU=,false,,,,15732,2772,12
2023-09-05,2023 - 2024 SY,ztctexxU7U2a70cB9CGC09kOwXpcmoQNNP98WXa0fpU=,false,,,,15936,1756,12
2023-09-15,2023 - 2024 SY,+LVQIP7PJWOu/kztbrDnndnikPLVz0Ocb5lBpmyvgAs=,false,,,,36130,11137,302
2023-09-08,2023 - 2024 SY,+LVQIP7PJWOu/kztbrDnndnikPLVz0Ocb5lBpmyvgAs=,false,,,,36643,8265,295
2023-09-20,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52712,9811,141
2023-09-05,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,54282,4107,114
2023-09-21,2023 - 2024 SY,sguiQ/DTm0tcUmmhX5WHXJcWNVLTkRatUJvkhXZz3bU=,false,,,,93286,32804,167
2023-10-10,2023 - 2024 SY,Y2JPPwlGkiVUo3TXr4pBGFq/NpGn3btcuckvOW8nr2s=,false,,,,5450,2775,2
2023-10-09,2023 - 2024 SY,Y2JPPwlGkiVUo3TXr4pBGFq/NpGn3btcuckvOW8nr2s=,false,,,,5445,2770,2
2023-10-21,2023 - 2024 SY,Etk0Z04DdqemXm9QSvrh4oTXwtuKAAlOVofU/IgxomA=,false,,,,9553,2713,24
2023-10-27,2023 - 2024 SY,ztctexxU7U2a70cB9CGC09kOwXpcmoQNNP98WXa0fpU=,false,,,,15702,6504,88
2023-10-26,2023 - 2024 SY,ztctexxU7U2a70cB9CGC09kOwXpcmoQNNP98WXa0fpU=,false,,,,15724,6478,80
2023-10-22,2023 - 2024 SY,+LVQIP7PJWOu/kztbrDnndnikPLVz0Ocb5lBpmyvgAs=,false,,,,35570,15951,365
2023-10-04,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52740,12447,222
2023-10-10,2023 - 2024 SY,0PfNnaafD6NBM5qr3kPV8LPsOzFJpiKtf/IX6hBK/fE=,false,,,,52654,13253,264
2023-10-22,2023 - 2024 SY,sguiQ/DTm0tcUmmhX5WHXJcWNVLTkRatUJvkhXZz3bU=,false,,,,94719,41539,521
2023-10-09,2023 - 2024 SY,sguiQ/DTm0tcUmmhX5WHXJcWNVLTkRatUJvkhXZz3bU=,false,,,,93377,38556,381
2023-11-24,2023 - 2024 SY,Orotcgqq0bXAgkfxkgwkW55k0abSlmNcEpsirZyllok=,false,,,,820,271,0
2023-11-07,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1343,1296,5
2023-11-11,2023 - 2024 SY,rTvBTTUAKUjLmLGRxxq9Fm7c3DN5ZJtysHJ+pOoZFwY=,false,,,,1344,1297,6
